id,npwp_masked,name,entity_type,address,status,extra_metadata,created_at
394,43.000.***.***-***.104,PT Tbk Sinar Karya,UD,"Gg. Sukajadi No. 296
Kendari, KU 08912",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
395,44.000.***.***-***.104,UD Abadi Intan Makmur,CV,"Jalan Rajawali Barat No. 596
Sukabumi, Jambi 06608",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
396,45.000.***.***-***.104,PT Abadi Pusaka,UD,"Gg. H.J Maemunah No. 876
Bukittinggi, Riau 06624",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
397,46.000.***.***-***.104,CV Terpadu Intan,CV,"Jl. Sadang Serang No. 337
Langsa, Nusa Tenggara Timur 18071",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
398,47.000.***.***-***.104,PT Garuda Abadi Karya,PT Tbk,"Jalan Cikutra Barat No. 237
Palembang, ST 14170",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
399,48.000.***.***-***.104,CV Bersama Lestari,Firma,"Jl. Kutai No. 230
Surabaya, PA 44926",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
400,49.000.***.***-***.104,UD Garuda Sejahtera,UD,"Jalan Ahmad Yani No. 0
Mataram, SU 32743",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
401,50.000.***.***-***.104,Firma Jaya Elang,UD,"Gg. Siliwangi No. 358
Cilegon, Sulawesi Selatan 64535",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
402,51.000.***.***-***.104,Koperasi Astra Cipta Berkah,CV,"Gg. Moch. Ramdan No. 099
Pariaman, Sumatera Barat 83114",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
403,52.000.***.***-***.104,PD Gemilang Utama Sinar,Firma,"Jl. Merdeka No. 19
Tanjungpinang, JA 86537",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
404,53.000.***.***-***.104,Firma Buana Merak Astra,UD,"Jalan Rumah Sakit No. 530
Pekalongan, Kalimantan Selatan 99499",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
405,54.000.***.***-***.104,PD Cipta Terpadu,PT,"Jalan Waringin No. 9
Palangkaraya, SB 92673",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
406,55.000.***.***-***.104,PT Tbk Garuda Permata,PT,"Gg. Cikutra Barat No. 1
Bandung, SG 14304",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
407,56.000.***.***-***.104,CV Sejahtera Indo,CV,"Gang Dipenogoro No. 32
Bukittinggi, Jawa Timur 28982",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
408,57.000.***.***-***.104,Perum Jaya Usaha Indo,UD,"Gg. BKR No. 270
Depok, Gorontalo 38108",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
409,58.000.***.***-***.104,Koperasi Merak Mandiri Sentosa,CV,"Gang Jakarta No. 336
Bitung, Kalimantan Barat 32974",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
410,59.000.***.***-***.104,PT Tbk Rajawali Karya,PT,"Jalan Rawamangun No. 643
Banda Aceh, Sulawesi Selatan 62766",Dalam Pemeriksaan,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
411,60.000.***.***-***.104,UD Mandiri Lestari,CV,"Gg. Jend. Sudirman No. 55
Bengkulu, NT 54498",Dalam Pemeriksaan,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
412,61.000.***.***-***.104,Firma Intan Global Pusaka,PT Tbk,"Gang Sukajadi No. 11
Probolinggo, DI Yogyakarta 39910",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
413,62.000.***.***-***.104,PT Tbk Berkah Buana,Firma,"Gang Rawamangun No. 212
Tangerang Selatan, MU 49646",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
414,63.000.***.***-***.104,PT Nusantara Karya Cipta,PT,"Gang Jamika No. 7
Pasuruan, KR 00845",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
415,64.000.***.***-***.104,Firma Intan Lestari,Firma,"Gg. Kendalsari No. 484
Pekanbaru, Jawa Timur 03890",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
416,65.000.***.***-***.104,UD Mitra Pusaka,PT Tbk,"Gg. Cikutra Barat No. 16
Salatiga, Banten 58010",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
417,66.000.***.***-***.104,Koperasi Elang Astra,UD,"Gg. Pasirkoja No. 0
Kendari, BE 71482",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
418,67.000.***.***-***.104,PT Garuda Sejahtera,PT Tbk,"Jalan Jayawijaya No. 57
Pagaralam, Papua Barat 93998",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
419,68.000.***.***-***.104,UD Usaha Bersama Astra,UD,"Jalan Ronggowarsito No. 44
Purwokerto, Sulawesi Barat 26106",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
420,69.000.***.***-***.104,CV Elang Indo Sinar,Firma,"Gang Setiabudhi No. 53
Banjar, Jawa Tengah 57899",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
421,70.000.***.***-***.104,Koperasi Abadi Garuda,PT Tbk,"Gang Suniaraja No. 00
Kendari, JA 46605",Dalam Pemeriksaan,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
422,71.000.***.***-***.104,PT Tbk Garuda Permata,Firma,"Jl. Cikapayang No. 425
Bengkulu, Jawa Timur 13244",Non-Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
423,72.000.***.***-***.104,PT Karya Sejahtera Astra,PT,"Jalan Pasteur No. 0
Banjarmasin, LA 16255",Non-Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
424,73.000.***.***-***.104,Perum Buana Terpadu,Firma,"Gang BKR No. 37
Ambon, Kalimantan Barat 63718",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
425,74.000.***.***-***.104,PT Berkah Cipta,PT Tbk,"Gg. Astana Anyar No. 2
Meulaboh, NB 28258",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
426,75.000.***.***-***.104,Perum Gemilang Usaha,UD,"Gg. PHH. Mustofa No. 92
Sibolga, KS 07022",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
427,76.000.***.***-***.104,PT Tbk Lestari Sinar Utama,UD,"Gg. Moch. Toha No. 002
Madiun, Sumatera Barat 08059",Non-Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
428,77.000.***.***-***.104,PT Pusaka Utama Elang,PT,"Jalan Sukabumi No. 93
Payakumbuh, KR 75420",Non-Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
429,78.000.***.***-***.104,Firma Cendana Elang Sentosa,UD,"Jl. Otto Iskandardinata No. 3
Surakarta, DKI Jakarta 91850",Non-Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
430,79.000.***.***-***.104,CV Bersama Abadi,Firma,"Jalan Otto Iskandardinata No. 54
Tanjungpinang, MA 84463",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
431,80.000.***.***-***.104,CV Berkah Berlian Mandiri,Firma,"Jalan Antapani Lama No. 1
Tarakan, SG 73231",Dalam Pemeriksaan,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
432,81.000.***.***-***.104,UD Astra Mega,PT Tbk,"Gang Astana Anyar No. 270
Tanjungpinang, BT 47869",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
433,82.000.***.***-***.104,PD Bersama Rajawali Niaga,UD,"Gang Siliwangi No. 7
Bekasi, Kalimantan Tengah 05201",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
434,83.000.***.***-***.104,UD Gemilang Jaya,PT Tbk,"Jl. Medokan Ayu No. 3
Blitar, Maluku 54531",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
435,84.000.***.***-***.104,Firma Gemilang Permata Karya,CV,"Jalan Cikutra Barat No. 0
Langsa, Kepulauan Bangka Belitung 21824",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
436,85.000.***.***-***.104,UD Indo Permata,PT,"Jl. Medokan Ayu No. 0
Langsa, Papua Barat 29869",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
437,86.000.***.***-***.104,PT Mega Buana Merak,PT,"Jalan Rumah Sakit No. 155
Bandung, PA 60235",Non-Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
438,87.000.***.***-***.104,PT Tbk Makmur Permata,Firma,"Jl. Pasir Koja No. 85
Sungai Penuh, SU 21635",Dalam Pemeriksaan,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
439,88.000.***.***-***.104,PD Gemilang Jaya Sejahtera,Firma,"Jl. Pasirkoja No. 303
Semarang, JI 83045",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
440,89.000.***.***-***.104,Firma Terpadu Elang,PT Tbk,"Jl. Wonoayu No. 890
Tanjungbalai, Kalimantan Barat 04894",Dalam Pemeriksaan,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
441,90.000.***.***-***.104,CV Jaya Buana Karya,CV,"Gg. Lembong No. 459
Palu, AC 14726",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
442,91.000.***.***-***.104,Firma Mega Cipta Merak,PT Tbk,"Jl. Ir. H. Djuanda No. 745
Kota Administrasi Jakarta Pusat, Bengkulu 68122",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
443,92.000.***.***-***.104,PT Tbk Elang Berkah Cendana,CV,"Gg. Raya Setiabudhi No. 2
Solok, BT 61173",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
444,93.000.***.***-***.104,CV Cendana Sentosa,PT,"Gg. Sukabumi No. 967
Bitung, SN 37292",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
445,94.000.***.***-***.104,Firma Pusaka Berlian,CV,"Jl. Astana Anyar No. 82
Tanjungpinang, Kepulauan Bangka Belitung 65851",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
446,95.000.***.***-***.104,UD Merak Mitra,PT,"Gang Raya Setiabudhi No. 0
Kendari, Banten 11081",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
447,96.000.***.***-***.104,PT Tbk Rajawali Karya Mandiri,CV,"Jl. Pacuan Kuda No. 3
Bengkulu, Sumatera Selatan 10252",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
448,97.000.***.***-***.104,Firma Terpadu Global,Firma,"Gg. R.E Martadinata No. 7
Kota Administrasi Jakarta Utara, Maluku 06805",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
449,98.000.***.***-***.104,PT Prima Rajawali,CV,"Jalan Kutai No. 210
Bekasi, Aceh 40142",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
450,99.000.***.***-***.104,Firma Makmur Nusantara Utama,PT,"Jl. Gardujati No. 8
Pematangsiantar, RI 93584",Non-Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
451,10.000.***.***-***.105,PD Sejahtera Jaya,UD,"Jl. Cikutra Barat No. 570
Binjai, NT 51415",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
452,11.000.***.***-***.105,PT Utama Nusantara,CV,"Gg. Otto Iskandardinata No. 8
Padangpanjang, Jawa Timur 26599",Dalam Pemeriksaan,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
453,12.000.***.***-***.105,CV Nusantara Bersama,CV,"Jl. Laswi No. 2
Kediri, DKI Jakarta 59918",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
454,13.000.***.***-***.105,Firma Berlian Usaha,PT Tbk,"Gang Suniaraja No. 197
Banda Aceh, Kalimantan Utara 15847",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
455,14.000.***.***-***.105,Perum Niaga Mega Intan,CV,"Jl. Jend. Sudirman No. 8
Banjarmasin, DKI Jakarta 45890",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
456,15.000.***.***-***.105,PT Indo Mega,UD,"Gang Raya Ujungberung No. 55
Solok, MA 56346",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
457,16.000.***.***-***.105,Perum Bersama Berkah,CV,"Gang Sukajadi No. 0
Kota Administrasi Jakarta Timur, Lampung 53141",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
458,17.000.***.***-***.105,Firma Cipta Niaga,UD,"Jalan Bangka Raya No. 2
Batu, Kalimantan Barat 68329",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
459,18.000.***.***-***.105,PT Tbk Abadi Prima Rajawali,PT Tbk,"Jalan Kutai No. 50
Surakarta, Bengkulu 97579",Dalam Pemeriksaan,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
460,19.000.***.***-***.105,Perum Lestari Jaya Cipta,UD,"Gg. Siliwangi No. 4
Tangerang, SB 49191",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
461,20.000.***.***-***.105,Perum Berlian Intan,CV,"Jl. Dipatiukur No. 065
Bau-Bau, Nusa Tenggara Timur 69624",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
462,21.000.***.***-***.105,Firma Nusantara Buana,PT Tbk,"Jalan R.E Martadinata No. 4
Tebingtinggi, SG 59711",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
463,22.000.***.***-***.105,UD Sentosa Mitra,CV,"Gg. Joyoboyo No. 216
Sungai Penuh, Kepulauan Bangka Belitung 34437",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
464,23.000.***.***-***.105,PT Nusantara Merak Cendana,UD,"Jalan Setiabudhi No. 6
Tasikmalaya, Sumatera Selatan 82260",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
465,24.000.***.***-***.105,PT Tbk Rajawali Cendana Mandiri,PT,"Gg. Pasteur No. 014
Tebingtinggi, Sulawesi Utara 98412",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
466,25.000.***.***-***.105,UD Global Mandiri Sejahtera,Firma,"Gang Tubagus Ismail No. 25
Bontang, BB 61770",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
467,26.000.***.***-***.105,Firma Niaga Buana Usaha,CV,"Gg. H.J Maemunah No. 24
Bau-Bau, Kalimantan Barat 14440",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
468,27.000.***.***-***.105,Perum Bersama Abadi,PT,"Gang Jend. Sudirman No. 43
Tual, Sulawesi Selatan 37285",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
469,28.000.***.***-***.105,PD Makmur Jaya Sentosa,PT Tbk,"Jalan Ciumbuleuit No. 98
Samarinda, Kepulauan Bangka Belitung 13158",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
470,29.000.***.***-***.105,CV Lestari Indo Sejahtera,PT,"Jalan Kendalsari No. 4
Tarakan, LA 69694",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
471,30.000.***.***-***.105,Perum Global Sejahtera Elang,PT Tbk,"Gg. Raya Setiabudhi No. 2
Tarakan, Kalimantan Barat 65202",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
472,31.000.***.***-***.105,Koperasi Abadi Sejahtera,CV,"Jalan Suniaraja No. 36
Tangerang Selatan, NB 79379",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
473,32.000.***.***-***.105,CV Nusantara Berlian,CV,"Jl. M.H Thamrin No. 438
Banjarbaru, BE 84708",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
474,33.000.***.***-***.105,Perum Indo Utama Sejahtera,Firma,"Jl. Ahmad Yani No. 12
Tebingtinggi, AC 48809",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
475,34.000.***.***-***.105,PT Karya Sentosa Bersama,UD,"Jalan Kapten Muslihat No. 5
Purwokerto, BA 71826",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
476,35.000.***.***-***.105,CV Rajawali Makmur,PT Tbk,"Jalan Bangka Raya No. 04
Kupang, Kepulauan Bangka Belitung 65771",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
477,36.000.***.***-***.105,CV Global Mandiri,Firma,"Gang Monginsidi No. 160
Meulaboh, JK 84796",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
478,37.000.***.***-***.105,Perum Niaga Merak,PT,"Jl. Indragiri No. 64
Sibolga, AC 02326",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
479,38.000.***.***-***.105,Perum Elang Jaya,UD,"Jl. Gardujati No. 611
Sawahlunto, MU 40216",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
480,39.000.***.***-***.105,UD Abadi Sejahtera,Firma,"Gang Jend. A. Yani No. 647
Salatiga, Papua 42754",Non-Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
481,40.000.***.***-***.105,PT Nusantara Sentosa Prima,PT,"Gg. Ciwastra No. 41
Dumai, PA 94681",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
482,41.000.***.***-***.105,Firma Terpadu Sejahtera,Firma,"Gg. Kendalsari No. 9
Sawahlunto, PB 83480",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
483,42.000.***.***-***.105,Perum Karya Indo Berlian,PT Tbk,"Gg. Sadang Serang No. 5
Kupang, Nusa Tenggara Timur 00608",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
484,43.000.***.***-***.105,UD Mitra Berkah,Firma,"Jalan Jend. A. Yani No. 72
Tasikmalaya, Bali 65507",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
485,44.000.***.***-***.105,CV Merak Indo Prima,UD,"Jalan R.E Martadinata No. 60
Kotamobagu, JA 29016",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
486,45.000.***.***-***.105,UD Prima Buana Berlian,UD,"Jl. Setiabudhi No. 5
Kupang, DI Yogyakarta 92986",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
487,46.000.***.***-***.105,Perum Garuda Buana,PT Tbk,"Jalan Gegerkalong Hilir No. 336
Pasuruan, JI 59070",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
488,47.000.***.***-***.105,CV Mandiri Terpadu,PT Tbk,"Jl. Gedebage Selatan No. 716
Tidore Kepulauan, Maluku 62924",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
489,48.000.***.***-***.105,CV Sinar Prima Abadi,CV,"Jalan Gardujati No. 483
Tebingtinggi, Papua 86433",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
490,49.000.***.***-***.105,UD Cendana Karya,Firma,"Gg. Ciwastra No. 414
Payakumbuh, Sulawesi Tengah 16899",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
491,50.000.***.***-***.105,PD Permata Utama Abadi,PT,"Gg. Kendalsari No. 55
Magelang, PA 03279",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
492,51.000.***.***-***.105,UD Mitra Prima Niaga,PT,"Gg. Dr. Djunjunan No. 527
Sungai Penuh, YO 64799",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
493,52.000.***.***-***.105,CV Mega Indo Usaha,UD,"Gang Kutisari Selatan No. 3
Gorontalo, MU 60094",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
494,53.000.***.***-***.105,PT Tbk Mega Rajawali,PT Tbk,"Gang Surapati No. 196
Palembang, AC 69969",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
495,54.000.***.***-***.105,PT Tbk Permata Astra Jaya,PT,"Jalan Moch. Toha No. 1
Blitar, Kepulauan Riau 78617",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
496,55.000.***.***-***.105,PT Tbk Terpadu Global Niaga,UD,"Jl. Moch. Toha No. 992
Bengkulu, Maluku Utara 17885",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
497,56.000.***.***-***.105,Koperasi Elang Berlian,PT Tbk,"Jalan Ronggowarsito No. 067
Tanjungbalai, Papua Barat 29671",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
498,57.000.***.***-***.105,UD Lestari Makmur Terpadu,CV,"Jalan Cihampelas No. 33
Bau-Bau, BB 00640",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
499,58.000.***.***-***.105,PT Tbk Sentosa Berlian Garuda,PT Tbk,"Gg. Merdeka No. 4
Tidore Kepulauan, Papua Barat 03232",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
500,59.000.***.***-***.105,Koperasi Pusaka Usaha Gemilang,PT Tbk,"Jl. Asia Afrika No. 899
Padang, KT 35572",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
501,60.000.***.***-***.105,PT Tbk Permata Global Nusantara,UD,"Jl. Kendalsari No. 61
Manado, Sulawesi Barat 98550",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
502,61.000.***.***-***.105,CV Gemilang Jaya,PT Tbk,"Gang Peta No. 3
Makassar, BE 72781",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
503,62.000.***.***-***.105,Perum Merak Prima Sinar,PT,"Jalan Bangka Raya No. 1
Sungai Penuh, Kepulauan Bangka Belitung 50123",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
504,63.000.***.***-***.105,Perum Usaha Sinar,PT Tbk,"Jl. Sentot Alibasa No. 18
Sungai Penuh, SG 84763",Dalam Pemeriksaan,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
505,64.000.***.***-***.105,PT Tbk Cendana Nusantara,PT,"Gg. Erlangga No. 526
Prabumulih, Papua Barat 19885",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
506,65.000.***.***-***.105,CV Intan Mega,PT,"Gang Antapani Lama No. 26
Banda Aceh, Jawa Tengah 16434",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
507,66.000.***.***-***.105,PT Global Astra,PT Tbk,"Jalan Raya Ujungberung No. 60
Singkawang, Riau 56273",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
508,67.000.***.***-***.105,Firma Usaha Karya Merak,Firma,"Gg. Cikapayang No. 2
Meulaboh, Sulawesi Barat 09648",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
509,68.000.***.***-***.105,PT Tbk Sinar Elang,CV,"Jalan S. Parman No. 1
Sibolga, Gorontalo 92022",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
510,69.000.***.***-***.105,PD Gemilang Rajawali,PT Tbk,"Jl. R.E Martadinata No. 916
Ternate, SS 55739",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
511,70.000.***.***-***.105,PT Mega Usaha,CV,"Gang Cihampelas No. 6
Pagaralam, Kalimantan Barat 02919",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
512,71.000.***.***-***.105,Koperasi Bersama Intan Niaga,UD,"Gang Asia Afrika No. 53
Pagaralam, BA 20682",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
513,72.000.***.***-***.105,PT Tbk Garuda Gemilang Buana,PT,"Gg. BKR No. 03
Pontianak, YO 00913",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
514,73.000.***.***-***.105,PT Tbk Sejahtera Permata Merak,UD,"Jalan Dipenogoro No. 497
Mataram, SU 35213",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
515,74.000.***.***-***.105,Firma Pusaka Makmur Usaha,PT Tbk,"Gang HOS. Cokroaminoto No. 69
Pematangsiantar, Sulawesi Barat 88089",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
516,75.000.***.***-***.105,PT Nusantara Usaha,CV,"Gg. Jend. A. Yani No. 1
Kotamobagu, Gorontalo 29755",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
517,76.000.***.***-***.105,CV Garuda Rajawali,PT,"Gang Rajawali Barat No. 819
Medan, DKI Jakarta 42769",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
518,77.000.***.***-***.105,UD Global Karya Permata,CV,"Jl. Tebet Barat Dalam No. 8
Tebingtinggi, AC 94463",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
519,78.000.***.***-***.105,PD Intan Bersama Global,CV,"Gg. Veteran No. 84
Kota Administrasi Jakarta Pusat, JK 95634",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
520,79.000.***.***-***.105,PT Tbk Sejahtera Lestari Utama,PT Tbk,"Gg. Rawamangun No. 10
Binjai, Nusa Tenggara Timur 97601",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
521,80.000.***.***-***.105,PT Tbk Nusantara Sejahtera,UD,"Gg. Cihampelas No. 287
Padang, JA 27748",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
522,81.000.***.***-***.105,Perum Niaga Makmur Berkah,Firma,"Jl. PHH. Mustofa No. 62
Balikpapan, Banten 63885",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
523,82.000.***.***-***.105,UD Bersama Elang Rajawali,UD,"Gang Dipenogoro No. 135
Mataram, Jawa Tengah 30265",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
524,83.000.***.***-***.105,PT Elang Makmur,CV,"Jl. PHH. Mustofa No. 51
Subulussalam, KT 02502",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
