id,from_entity_type,from_entity_id,to_entity_type,to_entity_id,relationship_type,pct,effective_from,effective_to,source,confidence,notes,created_at
1537,BENEFICIAL_OWNER,1537,TAXPAYER,8550,OWNERSHIP,52.36,2020-11-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1538,BENEFICIAL_OWNER,1538,TAXPAYER,788,OWNERSHIP,10.53,2023-10-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1539,BENEFICIAL_OWNER,1539,TAXPAYER,27199,OWNERSHIP,32.14,2023-07-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1540,BENEFICIAL_OWNER,1540,TAXPAYER,25621,OWNERSHIP,85.70,2018-09-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1541,BENEFICIAL_OWNER,1541,TAXPAYER,4405,OWNERSHIP,20.47,2019-04-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1542,BENEFICIAL_OWNER,1542,TAXPAYER,20370,OWNERSHIP,65.44,2020-11-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1543,BENEFICIAL_OWNER,1543,TAXPAYER,26398,OWNERSHIP,37.21,2021-06-01,,BO Registry,0.91,,2026-01-15 14:26:05.430149+00
1544,BENEFICIAL_OWNER,1544,TAXPAYER,16521,OWNERSHIP,48.94,2022-04-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1545,BENEFICIAL_OWNER,1545,TAXPAYER,10872,OWNERSHIP,74.17,2018-12-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1546,BENEFICIAL_OWNER,1546,TAXPAYER,24988,OWNERSHIP,17.65,2019-02-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1547,BENEFICIAL_OWNER,1547,TAXPAYER,1722,OWNERSHIP,66.74,2019-06-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1548,BENEFICIAL_OWNER,1548,TAXPAYER,23049,OWNERSHIP,13.21,2023-07-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1549,BENEFICIAL_OWNER,1549,TAXPAYER,17252,OWNERSHIP,55.99,2024-05-01,,BO Registry,0.81,,2026-01-15 14:26:05.430149+00
1550,BENEFICIAL_OWNER,1550,TAXPAYER,5246,OWNERSHIP,45.12,2019-11-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1551,BENEFICIAL_OWNER,1551,TAXPAYER,2983,OWNERSHIP,90.43,2022-09-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1552,BENEFICIAL_OWNER,1552,TAXPAYER,28121,OWNERSHIP,8.02,2022-11-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1553,BENEFICIAL_OWNER,1553,TAXPAYER,16748,OWNERSHIP,30.16,2023-02-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1554,BENEFICIAL_OWNER,1554,TAXPAYER,14964,OWNERSHIP,57.63,2021-01-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1555,BENEFICIAL_OWNER,1555,TAXPAYER,13528,OWNERSHIP,74.43,2024-07-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1556,BENEFICIAL_OWNER,1556,TAXPAYER,992,OWNERSHIP,34.53,2019-06-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1557,BENEFICIAL_OWNER,1557,TAXPAYER,22775,OWNERSHIP,45.62,2024-06-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1558,BENEFICIAL_OWNER,1558,TAXPAYER,9247,OWNERSHIP,67.07,2020-10-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1559,BENEFICIAL_OWNER,1559,TAXPAYER,21401,OWNERSHIP,56.31,2024-05-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1560,BENEFICIAL_OWNER,1560,TAXPAYER,14044,OWNERSHIP,44.72,2018-04-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
1561,BENEFICIAL_OWNER,1561,TAXPAYER,5042,OWNERSHIP,79.16,2021-09-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1562,BENEFICIAL_OWNER,1562,TAXPAYER,9806,OWNERSHIP,73.12,2018-12-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1563,BENEFICIAL_OWNER,1563,TAXPAYER,25556,OWNERSHIP,35.85,2024-02-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1564,BENEFICIAL_OWNER,1564,TAXPAYER,22381,OWNERSHIP,74.76,2023-11-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1565,BENEFICIAL_OWNER,1565,TAXPAYER,12360,OWNERSHIP,51.62,2020-08-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1566,BENEFICIAL_OWNER,1566,TAXPAYER,3589,OWNERSHIP,16.53,2023-12-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1567,BENEFICIAL_OWNER,1567,TAXPAYER,17035,OWNERSHIP,9.40,2023-12-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1568,BENEFICIAL_OWNER,1568,TAXPAYER,17778,OWNERSHIP,72.91,2022-02-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1569,BENEFICIAL_OWNER,1569,TAXPAYER,23867,OWNERSHIP,60.69,2018-05-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1570,BENEFICIAL_OWNER,1570,TAXPAYER,26319,OWNERSHIP,33.11,2023-12-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1571,BENEFICIAL_OWNER,1571,TAXPAYER,16945,OWNERSHIP,75.05,2021-03-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1572,BENEFICIAL_OWNER,1572,TAXPAYER,9625,OWNERSHIP,25.32,2023-10-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1573,BENEFICIAL_OWNER,1573,TAXPAYER,21000,OWNERSHIP,92.38,2019-07-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1574,BENEFICIAL_OWNER,1574,TAXPAYER,3830,OWNERSHIP,65.03,2018-07-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1575,BENEFICIAL_OWNER,1575,TAXPAYER,26934,OWNERSHIP,82.93,2022-12-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1576,BENEFICIAL_OWNER,1576,TAXPAYER,24641,OWNERSHIP,19.54,2024-06-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1577,BENEFICIAL_OWNER,1577,TAXPAYER,28351,OWNERSHIP,5.37,2023-11-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1578,BENEFICIAL_OWNER,1578,TAXPAYER,23671,OWNERSHIP,26.44,2019-10-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1579,BENEFICIAL_OWNER,1579,TAXPAYER,9289,OWNERSHIP,45.99,2020-02-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1580,BENEFICIAL_OWNER,1580,TAXPAYER,14623,OWNERSHIP,8.45,2019-01-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1581,BENEFICIAL_OWNER,1581,TAXPAYER,19103,OWNERSHIP,32.11,2020-10-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1582,BENEFICIAL_OWNER,1582,TAXPAYER,26112,OWNERSHIP,48.36,2022-02-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1583,BENEFICIAL_OWNER,1583,TAXPAYER,25618,OWNERSHIP,70.78,2024-04-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1584,BENEFICIAL_OWNER,1584,TAXPAYER,22250,OWNERSHIP,34.63,2021-07-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1585,BENEFICIAL_OWNER,1585,TAXPAYER,20609,OWNERSHIP,14.89,2023-01-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1586,BENEFICIAL_OWNER,1586,TAXPAYER,27895,OWNERSHIP,81.40,2022-06-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1587,BENEFICIAL_OWNER,1587,TAXPAYER,3110,OWNERSHIP,39.86,2019-11-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1588,BENEFICIAL_OWNER,1588,TAXPAYER,27384,OWNERSHIP,49.54,2019-02-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1589,BENEFICIAL_OWNER,1589,TAXPAYER,17252,OWNERSHIP,9.18,2018-07-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1590,BENEFICIAL_OWNER,1590,TAXPAYER,4324,OWNERSHIP,75.76,2020-09-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1591,BENEFICIAL_OWNER,1591,TAXPAYER,7685,OWNERSHIP,29.31,2021-07-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1592,BENEFICIAL_OWNER,1592,TAXPAYER,25721,OWNERSHIP,42.59,2021-12-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1593,BENEFICIAL_OWNER,1593,TAXPAYER,5767,OWNERSHIP,83.01,2021-01-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1594,BENEFICIAL_OWNER,1594,TAXPAYER,4121,OWNERSHIP,61.83,2018-04-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1595,BENEFICIAL_OWNER,1595,TAXPAYER,16701,OWNERSHIP,65.45,2022-02-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1596,BENEFICIAL_OWNER,1596,TAXPAYER,11308,OWNERSHIP,57.90,2019-06-01,,BO Registry,0.91,,2026-01-15 14:26:05.430149+00
1597,BENEFICIAL_OWNER,1597,TAXPAYER,4715,OWNERSHIP,86.50,2021-03-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1598,BENEFICIAL_OWNER,1598,TAXPAYER,8125,OWNERSHIP,70.23,2023-12-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1599,BENEFICIAL_OWNER,1599,TAXPAYER,12064,OWNERSHIP,73.58,2023-01-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1600,BENEFICIAL_OWNER,1600,TAXPAYER,3471,OWNERSHIP,23.83,2022-05-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1601,BENEFICIAL_OWNER,1601,TAXPAYER,16494,OWNERSHIP,77.14,2019-07-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1602,BENEFICIAL_OWNER,1602,TAXPAYER,2534,OWNERSHIP,62.86,2018-06-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1603,BENEFICIAL_OWNER,1603,TAXPAYER,17829,OWNERSHIP,50.56,2019-11-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1604,BENEFICIAL_OWNER,1604,TAXPAYER,8129,OWNERSHIP,73.71,2024-09-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1605,BENEFICIAL_OWNER,1605,TAXPAYER,29767,OWNERSHIP,51.11,2023-01-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1606,BENEFICIAL_OWNER,1606,TAXPAYER,25161,OWNERSHIP,42.60,2024-11-01,,BO Registry,0.81,,2026-01-15 14:26:05.430149+00
1607,BENEFICIAL_OWNER,1607,TAXPAYER,12676,OWNERSHIP,91.53,2018-09-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1608,BENEFICIAL_OWNER,1608,TAXPAYER,28745,OWNERSHIP,46.25,2024-07-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1609,BENEFICIAL_OWNER,1609,TAXPAYER,6143,OWNERSHIP,64.40,2022-07-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1610,BENEFICIAL_OWNER,1610,TAXPAYER,23589,OWNERSHIP,12.89,2019-11-01,,BO Registry,0.79,,2026-01-15 14:26:05.430149+00
1611,BENEFICIAL_OWNER,1611,TAXPAYER,18734,OWNERSHIP,45.55,2024-11-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1612,BENEFICIAL_OWNER,1612,TAXPAYER,20407,OWNERSHIP,56.96,2021-02-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1613,BENEFICIAL_OWNER,1613,TAXPAYER,29313,OWNERSHIP,61.61,2020-05-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1614,BENEFICIAL_OWNER,1614,TAXPAYER,3886,OWNERSHIP,71.63,2021-05-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1615,BENEFICIAL_OWNER,1615,TAXPAYER,6471,OWNERSHIP,93.00,2020-05-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1616,BENEFICIAL_OWNER,1616,TAXPAYER,17637,OWNERSHIP,94.47,2022-01-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1617,BENEFICIAL_OWNER,1617,TAXPAYER,4845,OWNERSHIP,81.86,2019-11-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1618,BENEFICIAL_OWNER,1618,TAXPAYER,26836,OWNERSHIP,91.45,2020-12-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1619,BENEFICIAL_OWNER,1619,TAXPAYER,15378,OWNERSHIP,33.89,2019-04-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1620,BENEFICIAL_OWNER,1620,TAXPAYER,23816,OWNERSHIP,53.66,2019-05-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1621,BENEFICIAL_OWNER,1621,TAXPAYER,14803,OWNERSHIP,47.01,2020-07-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1622,BENEFICIAL_OWNER,1622,TAXPAYER,16166,OWNERSHIP,26.17,2019-06-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1623,BENEFICIAL_OWNER,1623,TAXPAYER,22026,OWNERSHIP,53.10,2022-01-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1624,BENEFICIAL_OWNER,1624,TAXPAYER,3617,OWNERSHIP,69.59,2019-08-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1625,BENEFICIAL_OWNER,1625,TAXPAYER,22699,OWNERSHIP,59.70,2024-06-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1626,BENEFICIAL_OWNER,1626,TAXPAYER,16515,OWNERSHIP,62.89,2020-12-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1627,BENEFICIAL_OWNER,1627,TAXPAYER,613,OWNERSHIP,9.82,2021-05-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1628,BENEFICIAL_OWNER,1628,TAXPAYER,24866,OWNERSHIP,73.64,2021-11-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1629,BENEFICIAL_OWNER,1629,TAXPAYER,8532,OWNERSHIP,41.68,2022-06-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1630,BENEFICIAL_OWNER,1630,TAXPAYER,21507,OWNERSHIP,6.90,2021-10-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1631,BENEFICIAL_OWNER,1631,TAXPAYER,6162,OWNERSHIP,25.29,2018-03-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1632,BENEFICIAL_OWNER,1632,TAXPAYER,6375,OWNERSHIP,76.37,2018-11-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1633,BENEFICIAL_OWNER,1633,TAXPAYER,15299,OWNERSHIP,32.29,2023-12-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1634,BENEFICIAL_OWNER,1634,TAXPAYER,1392,OWNERSHIP,84.09,2024-06-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1635,BENEFICIAL_OWNER,1635,TAXPAYER,7066,OWNERSHIP,15.39,2023-01-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1636,BENEFICIAL_OWNER,1636,TAXPAYER,14554,OWNERSHIP,60.24,2024-02-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1637,BENEFICIAL_OWNER,1637,TAXPAYER,19964,OWNERSHIP,11.75,2024-05-01,,BO Registry,0.83,,2026-01-15 14:26:05.430149+00
1638,BENEFICIAL_OWNER,1638,TAXPAYER,16177,OWNERSHIP,73.30,2024-05-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1639,BENEFICIAL_OWNER,1639,TAXPAYER,13455,OWNERSHIP,53.97,2021-08-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1640,BENEFICIAL_OWNER,1640,TAXPAYER,23428,OWNERSHIP,85.60,2024-03-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1641,BENEFICIAL_OWNER,1641,TAXPAYER,24525,OWNERSHIP,18.11,2022-11-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1642,BENEFICIAL_OWNER,1642,TAXPAYER,7930,OWNERSHIP,27.33,2022-01-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1643,BENEFICIAL_OWNER,1643,TAXPAYER,26134,OWNERSHIP,15.42,2021-04-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1644,BENEFICIAL_OWNER,1644,TAXPAYER,4940,OWNERSHIP,74.42,2020-02-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1645,BENEFICIAL_OWNER,1645,TAXPAYER,9645,OWNERSHIP,16.44,2019-06-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1646,BENEFICIAL_OWNER,1646,TAXPAYER,11174,OWNERSHIP,23.87,2018-04-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1647,BENEFICIAL_OWNER,1647,TAXPAYER,7405,OWNERSHIP,89.12,2020-01-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1648,BENEFICIAL_OWNER,1648,TAXPAYER,2068,OWNERSHIP,10.76,2023-07-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1649,BENEFICIAL_OWNER,1649,TAXPAYER,5144,OWNERSHIP,13.94,2021-02-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1650,BENEFICIAL_OWNER,1650,TAXPAYER,24909,OWNERSHIP,83.85,2022-09-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1651,BENEFICIAL_OWNER,1651,TAXPAYER,25448,OWNERSHIP,52.40,2020-03-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1652,BENEFICIAL_OWNER,1652,TAXPAYER,1519,OWNERSHIP,71.23,2021-09-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1653,BENEFICIAL_OWNER,1653,TAXPAYER,7768,OWNERSHIP,67.81,2021-05-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1654,BENEFICIAL_OWNER,1654,TAXPAYER,23818,OWNERSHIP,64.84,2022-05-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1655,BENEFICIAL_OWNER,1655,TAXPAYER,25801,OWNERSHIP,24.92,2021-11-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1656,BENEFICIAL_OWNER,1656,TAXPAYER,24312,OWNERSHIP,40.30,2020-10-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1657,BENEFICIAL_OWNER,1657,TAXPAYER,26189,OWNERSHIP,48.13,2022-07-01,,BO Registry,0.79,,2026-01-15 14:26:05.430149+00
1658,BENEFICIAL_OWNER,1658,TAXPAYER,2887,OWNERSHIP,21.08,2023-01-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1659,BENEFICIAL_OWNER,1659,TAXPAYER,20653,OWNERSHIP,62.87,2019-12-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1660,BENEFICIAL_OWNER,1660,TAXPAYER,21066,OWNERSHIP,77.27,2023-05-01,,BO Registry,0.83,,2026-01-15 14:26:05.430149+00
1661,BENEFICIAL_OWNER,1661,TAXPAYER,20291,OWNERSHIP,91.55,2024-03-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1662,BENEFICIAL_OWNER,1662,TAXPAYER,1172,OWNERSHIP,10.76,2019-08-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1663,BENEFICIAL_OWNER,1663,TAXPAYER,23496,OWNERSHIP,89.28,2019-08-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1664,BENEFICIAL_OWNER,1664,TAXPAYER,18019,OWNERSHIP,84.76,2020-01-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1665,BENEFICIAL_OWNER,1665,TAXPAYER,9112,OWNERSHIP,78.16,2022-12-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1666,BENEFICIAL_OWNER,1666,TAXPAYER,16867,OWNERSHIP,10.79,2023-11-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1667,BENEFICIAL_OWNER,1667,TAXPAYER,13234,OWNERSHIP,59.11,2022-04-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1668,BENEFICIAL_OWNER,1668,TAXPAYER,10385,OWNERSHIP,11.64,2021-11-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1669,BENEFICIAL_OWNER,1669,TAXPAYER,4155,OWNERSHIP,62.97,2023-03-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1670,BENEFICIAL_OWNER,1670,TAXPAYER,21924,OWNERSHIP,43.71,2021-08-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
1671,BENEFICIAL_OWNER,1671,TAXPAYER,5304,OWNERSHIP,18.02,2018-09-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1672,BENEFICIAL_OWNER,1672,TAXPAYER,21579,OWNERSHIP,33.08,2023-11-01,,BO Registry,0.83,,2026-01-15 14:26:05.430149+00
1673,BENEFICIAL_OWNER,1673,TAXPAYER,10292,OWNERSHIP,27.45,2022-10-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1674,BENEFICIAL_OWNER,1674,TAXPAYER,5229,OWNERSHIP,31.84,2024-01-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1675,BENEFICIAL_OWNER,1675,TAXPAYER,4278,OWNERSHIP,14.47,2018-09-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1676,BENEFICIAL_OWNER,1676,TAXPAYER,19600,OWNERSHIP,18.70,2021-01-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
1677,BENEFICIAL_OWNER,1677,TAXPAYER,14207,OWNERSHIP,78.76,2024-04-01,,BO Registry,0.83,,2026-01-15 14:26:05.430149+00
1678,BENEFICIAL_OWNER,1678,TAXPAYER,16434,OWNERSHIP,17.46,2022-07-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1679,BENEFICIAL_OWNER,1679,TAXPAYER,7401,OWNERSHIP,8.47,2023-06-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1680,BENEFICIAL_OWNER,1680,TAXPAYER,9671,OWNERSHIP,74.34,2023-01-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1681,BENEFICIAL_OWNER,1681,TAXPAYER,480,OWNERSHIP,24.93,2022-08-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1682,BENEFICIAL_OWNER,1682,TAXPAYER,17055,OWNERSHIP,5.70,2023-05-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
1683,BENEFICIAL_OWNER,1683,TAXPAYER,10817,OWNERSHIP,55.02,2019-02-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1684,BENEFICIAL_OWNER,1684,TAXPAYER,13573,OWNERSHIP,34.74,2023-10-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
1685,BENEFICIAL_OWNER,1685,TAXPAYER,24970,OWNERSHIP,14.69,2018-11-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1686,BENEFICIAL_OWNER,1686,TAXPAYER,25425,OWNERSHIP,53.23,2020-12-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1687,BENEFICIAL_OWNER,1687,TAXPAYER,17839,OWNERSHIP,71.97,2018-10-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1688,BENEFICIAL_OWNER,1688,TAXPAYER,25296,OWNERSHIP,85.07,2020-04-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1689,BENEFICIAL_OWNER,1689,TAXPAYER,12722,OWNERSHIP,25.76,2021-10-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1690,BENEFICIAL_OWNER,1690,TAXPAYER,8962,OWNERSHIP,64.45,2024-03-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1691,BENEFICIAL_OWNER,1691,TAXPAYER,28545,OWNERSHIP,15.30,2021-02-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1692,BENEFICIAL_OWNER,1692,TAXPAYER,16746,OWNERSHIP,36.30,2021-09-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1693,BENEFICIAL_OWNER,1693,TAXPAYER,29516,OWNERSHIP,81.75,2024-10-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1694,BENEFICIAL_OWNER,1694,TAXPAYER,25893,OWNERSHIP,80.57,2023-07-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1695,BENEFICIAL_OWNER,1695,TAXPAYER,6957,OWNERSHIP,92.88,2019-06-01,,BO Registry,0.81,,2026-01-15 14:26:05.430149+00
1696,BENEFICIAL_OWNER,1696,TAXPAYER,3814,OWNERSHIP,28.83,2022-03-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1697,BENEFICIAL_OWNER,1697,TAXPAYER,13570,OWNERSHIP,85.12,2018-08-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1698,BENEFICIAL_OWNER,1698,TAXPAYER,1587,OWNERSHIP,19.78,2023-02-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1699,BENEFICIAL_OWNER,1699,TAXPAYER,25642,OWNERSHIP,9.10,2020-02-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1700,BENEFICIAL_OWNER,1700,TAXPAYER,19979,OWNERSHIP,71.54,2020-10-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1701,BENEFICIAL_OWNER,1701,TAXPAYER,27428,OWNERSHIP,55.63,2023-11-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1702,BENEFICIAL_OWNER,1702,TAXPAYER,28649,OWNERSHIP,22.96,2021-04-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1703,BENEFICIAL_OWNER,1703,TAXPAYER,11487,OWNERSHIP,90.90,2022-10-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1704,BENEFICIAL_OWNER,1704,TAXPAYER,11308,OWNERSHIP,74.17,2022-11-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1705,BENEFICIAL_OWNER,1705,TAXPAYER,6488,OWNERSHIP,5.37,2021-05-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1706,BENEFICIAL_OWNER,1706,TAXPAYER,27776,OWNERSHIP,54.95,2021-06-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1707,BENEFICIAL_OWNER,1707,TAXPAYER,1734,OWNERSHIP,40.52,2021-09-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1708,BENEFICIAL_OWNER,1708,TAXPAYER,2416,OWNERSHIP,83.04,2024-04-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
